"","Assessment_score","highest_education","final_result","gender","disability","num_of_prev_attempts","age_band"
"53",0.250605709240649,0.280683192339735,"1",1,2,0,1
"54",-0.417442144015479,-1.04345901377596,"1",1,2,0,1
"55",0.806399619941443,0.280683192339735,"1",2,1,0,1
"56",1.94536645172238,0.280683192339735,"1",2,1,0,1
"57",-0.847292606971266,0.280683192339735,"1",2,2,0,1
"58",-0.965022351602469,-1.04345901377596,"1",1,1,1,1
"59",-0.855506310085071,0.280683192339735,"1",1,1,0,2
"60",0.0835937459266166,-1.04345901377596,"1",1,1,1,1
"61",0.409403969440876,-1.04345901377596,"1",2,2,0,1
"62",-0.526958185532877,0.280683192339735,"1",2,1,0,1
"63",-0.965022351602469,0.280683192339735,"1",2,1,0,1
"64",0.754379500220679,0.280683192339735,"1",2,1,0,1
"65",0.666766667006761,-1.04345901377596,"1",1,1,3,1
"66",3.84546977204924,0.280683192339735,"1",2,1,0,2
"67",0.70509728153785,-1.04345901377596,"1",2,1,0,1
"68",-0.663853237429625,0.280683192339735,"1",2,1,0,2
"69",-0.710397555074519,0.280683192339735,"1",2,1,0,2
"70",0.431307177744355,0.280683192339735,"1",2,1,0,1
"71",1.83858831124292,0.280683192339735,"1",2,2,0,2
"72",0.513444208882404,-1.04345901377596,"1",2,2,0,1
"73",-0.570764602139836,-1.04345901377596,"1",1,2,0,2
"74",0.872109244851882,-1.04345901377596,"1",2,1,0,1
"75",3.28420005927257,-1.04345901377596,"1",2,2,0,1
"76",-0.261381784853187,0.280683192339735,"1",1,1,0,2
"77",-0.811699893478112,-1.04345901377596,"1",1,1,0,3
"78",2.51484986761285,0.280683192339735,"1",2,1,0,1
"79",0.759855302296549,0.280683192339735,"1",1,1,0,2
"80",-0.184720555791008,-1.04345901377596,"1",1,1,0,2
"81",1.14316144760744,0.280683192339735,"1",2,1,0,1
"82",-0.598143612519186,0.280683192339735,"1",1,1,0,1
"83",0.967935781179605,0.280683192339735,"1",2,1,0,2
"84",0.458686188123705,-1.04345901377596,"1",1,1,0,2
"85",1.33481452026289,1.60482539845543,"1",2,1,0,2
"86",1.64419733754954,1.60482539845543,"1",2,1,1,1
"87",0.655815062855021,-1.04345901377596,"1",2,1,1,1
"88",-0.710397555074519,1.60482539845543,"1",2,1,2,2
"89",0.15204127187499,0.280683192339735,"1",2,1,0,2
"90",-0.537909789684617,0.280683192339735,"1",2,1,2,1
"91",-0.830865200743657,1.60482539845543,"1",2,1,1,1
"92",-0.277809191080797,1.60482539845543,"1",2,1,0,3
"93",-0.688494346771039,0.280683192339735,"1",2,1,0,2
"94",-0.321615607687756,1.60482539845543,"1",2,1,0,2
"95",0.538085318223818,1.60482539845543,"1",2,1,0,1
"96",1.10483083307635,-1.04345901377596,"1",2,1,0,1
"97",1.00079059363482,0.280683192339735,"1",1,1,0,1
"98",0.283460521695868,-1.04345901377596,"1",1,2,1,1
"99",-0.817175695553982,0.280683192339735,"1",2,1,0,2
"100",1.05281071335559,0.280683192339735,"1",2,1,0,1
"101",0.431307177744355,-1.04345901377596,"1",1,1,0,2
"102",-0.792534586212567,0.280683192339735,"1",1,1,0,1
"103",-0.984187658868014,0.280683192339735,"1",2,1,1,1
"104",1.03912120816591,1.60482539845543,"1",2,1,0,2
"105",1.40052414517333,1.60482539845543,"1",2,1,0,2
"106",1.26636699431451,2.92896760457113,"1",1,1,0,2
"107",-0.803486190364307,-1.04345901377596,"1",1,1,0,2
"108",0.696883578424045,-1.04345901377596,"1",1,1,0,2
"109",0.696883578424045,1.60482539845543,"1",2,1,0,2
"110",2.05214459220185,0.280683192339735,"1",2,1,0,2
"111",2.05214459220185,0.280683192339735,"1",2,1,0,2
"112",-0.250430180701447,0.280683192339735,"1",2,1,0,1
"113",-0.10805932672883,0.280683192339735,"1",1,1,0,1
"114",0.803661718903508,0.280683192339735,"1",2,1,0,1
"115",0.69962147946198,0.280683192339735,"1",1,1,0,2
"116",0.926867265610581,0.280683192339735,"1",2,1,0,2
"117",-0.66659113846756,1.60482539845543,"1",2,1,0,2
"118",1.02543170297624,0.280683192339735,"1",2,1,0,1
"119",-0.814437794516047,0.280683192339735,"1",2,1,0,2
"120",0.41761767255468,0.280683192339735,"1",1,2,0,2
"121",-0.483151768925918,1.60482539845543,"1",2,1,0,2
"122",0.71057308361372,-1.04345901377596,"1",1,1,0,2
"123",-0.151865743335789,-1.04345901377596,"1",2,1,1,1
"124",0.475113594351314,0.280683192339735,"1",1,1,0,1
"125",0.562726427565233,0.280683192339735,"1",2,1,0,1
"126",-0.811699893478112,0.280683192339735,"1",2,1,0,2
"127",-0.877409518388551,0.280683192339735,"1",1,1,0,2
"128",-0.773369278947023,-1.04345901377596,"1",2,1,0,2
"129",0.765331104372419,0.280683192339735,"1",2,1,0,1
"130",-0.828127299705722,0.280683192339735,"1",1,2,0,1
"131",0.828302828244923,-1.04345901377596,"1",2,1,0,2
"132",-0.529696086570812,0.280683192339735,"1",2,1,0,1
"133",1.52920549395627,0.280683192339735,"1",1,1,4,1
"134",0.488803099540989,0.280683192339735,"1",2,2,1,1
"135",1.22529847874549,0.280683192339735,"1",2,1,0,2
"136",0.803661718903508,1.60482539845543,"1",2,1,0,2
"137",0.228702500937169,-1.04345901377596,"1",2,1,0,2
"138",0.269771016506193,0.280683192339735,"1",1,1,0,2
"139",1.14589934864538,0.280683192339735,"1",2,2,0,2
"140",0.746165797106874,0.280683192339735,"1",2,1,0,2
"141",-0.737776565453868,-1.04345901377596,"1",1,1,0,2
"142",0.866633442776012,-1.04345901377596,"1",1,1,0,1
"143",-0.168293149563399,-1.04345901377596,"1",1,1,0,2
"144",0.962459979103735,0.280683192339735,"1",1,1,0,2
"145",0.592843338982517,0.280683192339735,"1",1,1,0,2
"146",-0.168293149563399,0.280683192339735,"1",2,1,0,2
"147",0.685931974272306,0.280683192339735,"1",1,1,0,2
"148",0.425831375668485,-1.04345901377596,"1",2,1,0,2
"149",-0.959546549526599,-1.04345901377596,"1",2,1,0,2
"150",1.26910489535245,-1.04345901377596,"1",1,1,0,2
"151",-0.551599294874292,0.280683192339735,"1",2,1,0,2
"152",0.885798750041557,1.60482539845543,"1",1,1,1,2
"153",-0.877409518388551,1.60482539845543,"1",2,1,0,1
"154",0.828302828244923,0.280683192339735,"1",2,1,0,1
"155",0.204061391595754,-1.04345901377596,"1",1,2,0,1
"156",-0.699445950922779,0.280683192339735,"1",1,1,0,2
"157",1.11852033826603,0.280683192339735,"1",1,1,0,2
"158",0.664028765968826,0.280683192339735,"1",1,1,0,1
"159",-0.871933716312681,0.280683192339735,"1",1,1,0,2
"160",0.565464328603168,0.280683192339735,"1",1,1,1,2
"161",0.98710108844515,0.280683192339735,"1",1,1,0,2
"162",0.41761767255468,-1.04345901377596,"1",1,1,0,2
"163",-0.6227847218606,0.280683192339735,"1",2,1,0,2
"164",0.644863458703281,0.280683192339735,"1",2,1,0,1
"165",1.20065736940408,0.280683192339735,"1",2,1,0,2
"166",-0.6227847218606,0.280683192339735,"1",2,1,0,2
"167",0.46142408916164,0.280683192339735,"1",2,1,0,2
"168",-1.23333665332009,0.280683192339735,"1",1,1,0,1
"169",1.01995590090037,0.280683192339735,"1",1,1,1,1
"170",0.798185916827639,0.280683192339735,"1",1,1,0,2
"171",1.09935503100048,1.60482539845543,"1",2,1,1,3
"172",-0.127224633994374,0.280683192339735,"1",2,1,1,2
"173",0.480589396427184,0.280683192339735,"1",2,1,0,2
"174",0.447734583971965,-1.04345901377596,"1",1,1,0,2
"175",0.44499668293403,-1.04345901377596,"1",1,1,0,2
"176",-0.836341002819526,0.280683192339735,"1",1,1,0,2
"177",1.29374600469386,0.280683192339735,"1",2,1,0,2
"178",-0.168293149563399,0.280683192339735,"1",1,1,0,2
"179",-0.877409518388551,-1.04345901377596,"1",1,1,0,2
"180",0.951508374951996,1.60482539845543,"1",2,1,0,2
"181",0.809137520979378,-1.04345901377596,"1",2,1,1,2
"182",0.0124083189403079,1.60482539845543,"1",1,1,0,2
"183",-0.606357315632991,0.280683192339735,"1",2,1,0,2
"184",-0.718611258188324,0.280683192339735,"1",2,1,0,2
"185",1.36219353064224,0.280683192339735,"1",1,1,0,1
"186",0.0151462199782429,0.280683192339735,"1",2,1,0,2
"187",1.25815329120071,-1.04345901377596,"1",2,1,0,2
"188",-0.992401361981818,-1.04345901377596,"1",2,1,0,2
"189",0.483327297465119,0.280683192339735,"1",1,1,0,2
"190",0.256081511316518,-1.04345901377596,"1",1,2,1,2
"191",-0.718611258188324,1.60482539845543,"1",2,1,0,2
"192",0.795448015789703,0.280683192339735,"1",1,1,0,2
"193",-0.715873357150389,1.60482539845543,"1",1,1,0,2
"194",0.44499668293403,0.280683192339735,"1",1,1,0,2
"195",-0.789796685174632,-1.04345901377596,"1",2,1,0,2
"196",-0.729562862340063,0.280683192339735,"1",1,2,1,2
"197",0.431307177744355,-1.04345901377596,"1",1,1,1,1
"198",-0.828127299705722,0.280683192339735,"1",1,1,0,2
"199",0.614746547285997,0.280683192339735,"1",2,1,1,1
"200",-0.833603101781591,0.280683192339735,"1",2,1,0,2
"201",0.546299021337623,1.60482539845543,"1",2,1,0,1
"202",-1.1320343149165,0.280683192339735,"1",2,1,0,1
"203",0.666766667006761,0.280683192339735,"1",1,1,1,2
"204",-0.740514466491803,0.280683192339735,"1",2,1,0,2
"205",-0.548861393836357,1.60482539845543,"1",2,1,0,2
"206",1.03090750505211,0.280683192339735,"1",2,1,2,1
"207",-0.546123492798422,0.280683192339735,"1",2,1,0,2
"208",0.00693251686443805,-1.04345901377596,"1",1,1,0,2
"209",0.902226156269167,-1.04345901377596,"1",2,1,0,1
"210",1.10756873411429,1.60482539845543,"1",2,1,0,2
"211",0.379287058023591,1.60482539845543,"1",1,1,0,2
"212",-0.860982112160941,0.280683192339735,"1",1,1,0,2
"213",0.852943937586337,0.280683192339735,"1",1,1,0,2
"214",0.392976563213266,-1.04345901377596,"1",1,1,1,2
"215",-0.929429638109315,1.60482539845543,"1",1,1,0,2
"216",0.546299021337623,0.280683192339735,"1",1,1,0,2
"217",1.04459701024178,1.60482539845543,"1",2,1,1,2
"218",1.54015709810801,1.60482539845543,"1",1,1,0,1
"219",-0.726824961302128,0.280683192339735,"1",2,1,0,2
"220",-0.726824961302128,0.280683192339735,"1",2,1,0,2
"221",0.918653562496776,0.280683192339735,"1",2,1,0,2
"222",0.718786786727525,0.280683192339735,"1",2,2,1,1
"223",0.798185916827639,1.60482539845543,"1",2,1,0,1
"224",0.518920010958274,-1.04345901377596,"1",2,1,0,2
"225",1.28279440054212,0.280683192339735,"1",2,1,0,2
"226",-0.732300763377998,-1.04345901377596,"1",1,1,0,2
"227",-1.63854600693447,1.60482539845543,"1",2,1,0,3
"228",0.502492604730664,0.280683192339735,"1",2,1,0,2
"229",-0.88836112254029,-1.04345901377596,"1",2,1,0,1
"230",-0.713135456112454,-2.36760121989166,"1",2,1,0,2
"231",1.29100810365593,0.280683192339735,"1",1,1,0,2
"232",0.546299021337623,0.280683192339735,"1",2,1,0,1
"233",0.41761767255468,-1.04345901377596,"1",1,1,0,2
"234",-0.469462263736243,1.60482539845543,"1",1,1,0,2
"235",-0.699445950922779,-1.04345901377596,"1",1,1,0,1
"236",0.587367536906647,1.60482539845543,"1",2,1,0,2
"237",0.568202229641103,0.280683192339735,"1",2,1,0,1
"238",-0.745990268567673,1.60482539845543,"1",2,1,0,2
"239",-0.699445950922779,-1.04345901377596,"1",2,1,0,2
"240",1.31564921299734,-1.04345901377596,"1",2,1,0,2
"241",0.382024959061526,-1.04345901377596,"1",2,1,2,2
"242",0.42856927670642,1.60482539845543,"1",1,1,0,2
"243",0.116448558381836,-1.04345901377596,"1",1,1,0,2
"244",1.95631805587412,-1.04345901377596,"1",2,1,0,2
"245",1.95631805587412,-1.04345901377596,"1",2,1,0,2
"246",3.31705487172779,0.280683192339735,"1",1,1,0,2
"247",1.28279440054212,1.60482539845543,"1",2,1,0,2
"248",-0.261381784853187,-1.04345901377596,"1",1,1,0,2
"249",1.01721799986243,1.60482539845543,"1",2,1,0,2
"250",0.850206036548403,-1.04345901377596,"1",2,1,0,1
"251",1.00079059363482,-1.04345901377596,"1",2,1,0,2
"252",-0.92121593499551,0.280683192339735,"1",2,1,0,1
"253",-0.609095216670926,0.280683192339735,"1",2,1,1,2
"254",1.00352849467276,0.280683192339735,"1",1,1,1,2
"255",-1.02525617443704,0.280683192339735,"1",1,1,0,2
"256",-0.778845081022892,0.280683192339735,"1",1,2,0,2
"257",-0.822651497629852,0.280683192339735,"1",1,1,0,1
"258",-0.62826052393647,-1.04345901377596,"1",1,2,0,1
"259",0.754379500220679,0.280683192339735,"1",2,1,0,1
"260",-0.045087602856326,1.60482539845543,"1",1,1,2,2
"261",1.40873784828713,0.280683192339735,"1",2,1,0,1
"262",-0.91026433084377,-1.04345901377596,"1",1,1,0,2
"263",-0.598143612519186,1.60482539845543,"1",2,1,0,2
"264",0.872109244851882,-1.04345901377596,"1",1,1,1,2
"265",3.13087760114822,-1.04345901377596,"1",2,1,0,2
"266",0.677718271158501,1.60482539845543,"1",2,1,0,1
"267",1.08840342684874,0.280683192339735,"1",1,1,1,2
"268",-1.12929641387857,1.60482539845543,"1",1,1,0,2
"269",0.891274552117427,1.60482539845543,"1",1,1,0,2
"270",-0.975973955754209,2.92896760457113,"1",1,1,0,1
"271",-0.934905440185185,-1.04345901377596,"1",2,1,0,2
"272",1.05281071335559,-1.04345901377596,"1",2,1,0,1
"273",0.581891734830777,0.280683192339735,"1",1,1,0,2
"274",-0.636474227050275,-1.04345901377596,"1",2,1,0,2
"275",-0.795272487250502,1.60482539845543,"1",1,1,0,1
"276",0.535347417185883,1.60482539845543,"1",2,1,0,2
"277",0.68866987531024,0.280683192339735,"1",1,2,0,2
"278",0.765331104372419,-1.04345901377596,"1",1,2,2,2
"279",0.96519788014167,0.280683192339735,"1",1,1,0,2
"280",1.1787541611006,-1.04345901377596,"1",2,1,0,1
"281",-1.05263518481639,-1.04345901377596,"1",1,2,0,2
"282",-0.0012811862493668,0.280683192339735,"1",2,1,0,1
"283",-0.825389398667787,0.280683192339735,"1",2,2,0,2
"284",-0.9047885287679,-1.04345901377596,"1",2,1,0,2
"285",-0.0368738997425211,1.60482539845543,"1",1,1,0,1
"286",0.502492604730664,-1.04345901377596,"1",2,1,1,2
"287",0.622960250399802,0.280683192339735,"1",1,1,1,1
"288",-0.91026433084377,-1.04345901377596,"1",2,1,0,2
"289",0.603794943134257,0.280683192339735,"1",1,1,0,1
"290",0.540823219261753,1.60482539845543,"1",1,1,0,2
"291",1.28827020261799,0.280683192339735,"1",2,1,0,2
"292",1.28827020261799,0.280683192339735,"1",2,1,0,2
"293",0.340956443492502,0.280683192339735,"1",2,1,0,2
"294",0.707835182575785,-1.04345901377596,"1",2,1,0,2
"295",0.554512724451428,0.280683192339735,"1",1,1,0,2
"296",1.06376231750733,-2.36760121989166,"1",1,1,0,1
"297",0.72152468776546,1.60482539845543,"1",1,1,0,1
"298",-0.748728169605608,0.280683192339735,"1",2,1,0,2
"299",3.36359918937269,2.92896760457113,"1",2,1,1,2
"300",0.653077161817086,0.280683192339735,"1",2,1,0,1
"301",0.817351224093183,-1.04345901377596,"1",2,1,0,2
"302",0.518920010958274,0.280683192339735,"1",1,1,0,2
"303",-1.27440516888912,0.280683192339735,"1",2,1,0,2
"304",-0.63373632601234,0.280683192339735,"1",1,1,0,1
"305",-0.239478576549707,0.280683192339735,"1",1,2,0,1
"306",-0.745990268567673,0.280683192339735,"1",1,2,0,1
"307",0.633911854551542,-1.04345901377596,"1",1,1,0,2
"308",0.795448015789703,0.280683192339735,"1",2,1,1,2
"309",0.820089125131118,0.280683192339735,"1",1,1,0,1
"310",-0.0286601966287163,1.60482539845543,"1",2,1,0,2
"311",-0.286022894194602,-1.04345901377596,"1",2,1,0,2
"312",-0.365422024294715,0.280683192339735,"1",2,1,0,1
"313",0.499754703692729,1.60482539845543,"1",2,1,0,2
"314",0.642125557665346,0.280683192339735,"1",1,1,0,1
"315",0.390238662175331,0.280683192339735,"1",2,1,0,2
"316",0.940556770800256,-1.04345901377596,"1",2,1,0,1
"317",-0.874671617350616,-1.04345901377596,"1",1,1,0,2
"318",-0.280547092118732,-1.04345901377596,"1",1,1,0,2
"319",-0.798010388288437,1.60482539845543,"1",2,1,0,2
"320",0.937818869762321,-1.04345901377596,"1",2,1,0,2
"321",-0.882885320464421,-1.04345901377596,"1",2,1,0,2
"322",0.0507389334713972,1.60482539845543,"1",1,1,0,2
"323",0.899488255231232,0.280683192339735,"1",1,1,0,2
"324",0.414879771516746,1.60482539845543,"1",2,1,0,2
"325",1.29374600469386,-1.04345901377596,"1",2,1,0,2
"326",0.264295214430323,1.60482539845543,"1",2,1,0,3
"327",-0.91026433084377,1.60482539845543,"1",2,1,0,2
"328",0.510706307844469,-1.04345901377596,"1",2,1,0,1
"329",0.491541000578924,-1.04345901377596,"1",1,1,0,2
"330",0.779020609562094,-1.04345901377596,"1",2,1,0,1
"331",0.280722620657933,0.280683192339735,"1",1,1,0,2
"332",0.535347417185883,1.60482539845543,"1",1,1,1,2
"333",0.297150026885543,-1.04345901377596,"1",2,1,0,2
"334",-0.0533013059701308,-1.04345901377596,"1",1,1,0,2
"335",0.762593203334484,-1.04345901377596,"1",1,2,0,2
"336",3.31979277276573,1.60482539845543,"1",1,2,0,2
"337",-0.882885320464421,-1.04345901377596,"1",2,1,0,2
"338",-0.0724666132356755,1.60482539845543,"1",2,1,0,2
"339",-0.496841274115593,0.280683192339735,"1",1,1,0,1
"340",0.852943937586337,0.280683192339735,"1",2,1,0,1
"341",0.850206036548403,-1.04345901377596,"1",2,1,0,2
"342",-0.165555248525464,1.60482539845543,"1",2,1,0,3
"343",-0.88836112254029,-1.04345901377596,"1",2,1,0,2
"344",0.962459979103735,1.60482539845543,"1",2,1,0,2
"345",-0.165555248525464,1.60482539845543,"1",2,1,0,2
"346",0.606532844172192,0.280683192339735,"1",1,1,2,2
"347",-1.06084888793019,-1.04345901377596,"1",2,1,0,2
"348",0.346432245568372,0.280683192339735,"1",1,1,0,2
"349",-0.329829310801561,0.280683192339735,"1",2,1,1,2
"350",0.677718271158501,0.280683192339735,"1",1,1,0,2
"351",0.765331104372419,-1.04345901377596,"1",1,1,0,1
"352",0.0041946158265031,0.280683192339735,"1",2,1,0,1
"353",0.469637792275444,-1.04345901377596,"1",2,1,0,1
"354",0.299887927923478,0.280683192339735,"1",1,1,0,2
"355",0.436782979820225,-1.04345901377596,"1",1,1,0,1
"356",2.53127727384046,-1.04345901377596,"1",2,1,0,1
"357",-0.318877706649821,1.60482539845543,"1",2,1,0,2
"358",-0.488627571001788,0.280683192339735,"1",1,1,0,2
"359",1.25541539016277,1.60482539845543,"1",1,1,0,2
"360",-0.841816804895396,0.280683192339735,"1",1,1,0,2
"361",0.0425252303575924,1.60482539845543,"1",2,1,0,2
"362",-0.882885320464421,0.280683192339735,"1",1,1,0,2
"363",1.09935503100048,-1.04345901377596,"1",2,2,1,1
"364",-0.880147419426486,0.280683192339735,"1",2,1,1,2
"365",-0.743252367529738,1.60482539845543,"1",2,1,0,2
"366",0.513444208882404,-1.04345901377596,"1",2,1,0,2
"367",1.15685095279712,1.60482539845543,"1",1,2,0,1
"368",-0.751466070643543,1.60482539845543,"1",1,1,0,2
"369",1.08566552581081,0.280683192339735,"1",1,1,0,2
"370",-0.546123492798422,0.280683192339735,"1",2,1,0,2
"371",-0.784320883098762,0.280683192339735,"1",2,1,0,1
"372",-0.121748831918505,0.280683192339735,"1",1,1,1,2
"373",0.0972832511162914,0.280683192339735,"1",2,1,0,2
"374",-0.195672159942748,0.280683192339735,"1",2,1,0,1
"375",0.800923817865573,1.60482539845543,"1",1,1,0,2
"376",-0.770631377909088,0.280683192339735,"1",2,1,0,1
"377",-0.770631377909088,-1.04345901377596,"1",2,2,0,1
"378",-1.32642528860988,-1.04345901377596,"1",2,1,0,2
"379",-0.269595487966992,1.60482539845543,"1",2,1,0,2
"380",0.655815062855021,0.280683192339735,"1",2,1,1,1
"381",1.23077428082136,0.280683192339735,"1",2,2,0,2
"382",-0.0396118007804561,1.60482539845543,"1",1,1,0,2
"383",-0.735038664415933,-1.04345901377596,"1",2,1,0,2
"384",0.622960250399802,-1.04345901377596,"1",1,1,0,1
"385",-0.192934258904813,-1.04345901377596,"1",2,1,0,1
"386",-0.940381242261054,-1.04345901377596,"1",1,1,0,2
"387",0.321791136226957,0.280683192339735,"1",1,1,0,2
"388",-0.680280643657234,-1.04345901377596,"1",2,1,0,2
"389",-0.781582982060827,0.280683192339735,"1",1,1,0,1
"390",0.431307177744355,-1.04345901377596,"1",1,1,0,2
"391",0.581891734830777,-1.04345901377596,"1",2,1,0,2
"392",-0.784320883098762,-1.04345901377596,"1",2,1,0,2
"393",3.07338167935158,-1.04345901377596,"1",2,1,0,2
"394",0.915915661458841,-1.04345901377596,"1",2,1,0,2
"395",0.891274552117427,0.280683192339735,"1",1,1,0,1
"396",-0.65016373223995,0.280683192339735,"1",1,1,0,1
"397",0.527133714072078,1.60482539845543,"1",1,1,0,2
"398",1.04733491127972,0.280683192339735,"1",1,1,0,1
"399",0.308101631037282,-1.04345901377596,"1",1,1,0,2
"400",-0.765155575833218,0.280683192339735,"1",2,1,0,2
"401",-0.239478576549707,0.280683192339735,"1",1,1,0,2
"402",0.754379500220679,-1.04345901377596,"1",2,1,0,1
"403",-0.641950029126145,0.280683192339735,"1",1,1,0,2
"404",-0.891099023578225,0.280683192339735,"1",1,1,0,2
"405",-0.310664003536016,0.280683192339735,"1",2,1,0,2
"406",1.47444747319757,0.280683192339735,"1",2,1,0,1
"407",-0.795272487250502,1.60482539845543,"1",2,1,0,1
"408",0.789972213713834,0.280683192339735,"1",2,1,0,2
"409",-0.940381242261054,-1.04345901377596,"1",2,1,0,1
"410",-0.767893476871153,0.280683192339735,"1",1,1,0,1
"411",0.064428438661072,0.280683192339735,"1",1,1,0,1
"412",-0.765155575833218,1.60482539845543,"1",2,1,0,2
"413",1.96453175898793,0.280683192339735,"1",2,1,0,1
"414",1.06650021854526,-1.04345901377596,"1",2,1,0,1
"415",-0.784320883098762,0.280683192339735,"1",2,1,0,1
"416",1.01995590090037,-1.04345901377596,"1",2,1,0,2
"417",0.759855302296549,-1.04345901377596,"1",2,1,1,1
"418",0.516182109920339,-1.04345901377596,"1",1,1,2,2
"419",0.064428438661072,1.60482539845543,"1",1,1,0,2
"420",0.565464328603168,-1.04345901377596,"1",2,1,1,1
"421",-0.795272487250502,0.280683192339735,"1",2,1,0,2
"422",0.685931974272306,0.280683192339735,"1",1,2,0,2
"423",0.598319141058387,-1.04345901377596,"1",1,2,1,2
"424",1.1869678642144,1.60482539845543,"1",2,1,0,1
"425",-0.718611258188324,0.280683192339735,"1",2,1,0,1
"426",-0.948594945374859,0.280683192339735,"1",2,1,0,1
"427",1.12125823930396,0.280683192339735,"1",2,1,0,2
"428",1.15958885383505,0.280683192339735,"1",2,1,0,2
"429",0.973411583255475,-1.04345901377596,"1",2,1,0,1
"430",0.316315334151087,-2.36760121989166,"1",1,1,0,2
"431",-0.962284450564534,0.280683192339735,"1",2,1,0,2
"432",0.371073354909786,-1.04345901377596,"1",2,2,0,2
"433",0.15204127187499,0.280683192339735,"1",2,1,1,1
"434",0.510706307844469,1.60482539845543,"1",1,1,0,2
"435",0.475113594351314,-1.04345901377596,"1",2,1,0,1
"436",0.573678031716973,1.60482539845543,"1",1,1,0,2
"437",1.27458069742832,0.280683192339735,"1",2,2,0,1
"438",-1.23881245539596,0.280683192339735,"1",1,2,0,1
"439",0.212275094709559,-1.04345901377596,"1",1,1,0,1
"440",0.631173953513607,-1.04345901377596,"1",1,1,0,1
"441",-0.376373628446455,-1.04345901377596,"1",2,1,0,1
"442",0.253343610278583,0.280683192339735,"1",1,1,0,1
"443",2.24379766485729,0.280683192339735,"1",2,1,0,2
"444",0.811875422017313,0.280683192339735,"1",2,1,0,1
"445",-0.551599294874292,0.280683192339735,"1",2,1,0,1
"446",1.17601626006266,-1.04345901377596,"1",2,1,0,1
"447",0.946032572876126,-1.04345901377596,"1",2,1,0,1
"448",-0.472200164774178,0.280683192339735,"1",1,1,1,1
"449",-0.296974498346341,-1.04345901377596,"1",1,1,0,1
"450",1.10209293203842,-1.04345901377596,"1",1,1,1,2
"451",-0.871933716312681,0.280683192339735,"1",1,1,0,2
"452",0.527133714072078,0.280683192339735,"1",1,1,0,1
